unique_id,BuildNET ID,association_badges,State,Photo,District,Category,Sub Category,Name,Website,phone_number,Address,Location,Area,Pin Code,Rating Count,Review,Map Link,TAGS,PRODUCTS ,Email Id,PlusCode,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder
,,,,,,,"Architect in Thrissur, Kerala",Atulya Architects & Associates,https://atulyaarchitects.net/,4872440002,"Cemetery Rd, Sakthan Thampuran Nagar, Anchery, Thrissur, Kerala 680001",,atulyaarc@gmail.com,,35 reviews,4.6,,,,,,10.5148873,76.2215421,,https://www.facebook.com/atulyaarchitects8/,,,
,,,,,,,Architecture firm in Kerala,Stirvi Architects,http://www.stirviarchitects.com/,9846420000,"48 / 1865, Grameena Vayanashala Road, Post, Ponnurunni, Vyttila, Kochi, Kerala 682019",,jayadev@stirviarchitects.com,,42 reviews,4.6,,,,,,9.9830276,76.3188684,https://www.instagram.com/stirviarchitects/,https://www.facebook.com/stirviarchitects/,https://in.linkedin.com/company/stirviarchitects,,
,,,,,,,Architect in Kerala,Meister Varma Architects,http://www.meistervarma.in/,,"103A Pulloserry Road, Panampilly Nagar Ave, South, Kochi, Kerala 682020",,,,28 reviews,4.6,,,,,,9.9506685,76.2984486,https://www.instagram.com/meistervarma_architects/,https://www.facebook.com/meistervarma/,https://in.linkedin.com/company/meister-varma-architects,,
,,,,,,,Architect in Kerala,Carol Philip Architects,,6238770668,"PhilZ Arcade , Cheriyakumaroth lane, Mamangalam, Kochi, Kerala 682025",,,,118 reviews,4.6,,,,,,9.9687862,76.315541,https://www.instagram.com/carolphiliparchitects/,https://www.facebook.com/carolphiliparchitects/,https://in.linkedin.com/company/carolphiliparchitects,,
,,,,,,,Architectural designer in Kerala,MAAD Concepts,http://www.maadconcepts.com/,7558001111,"MAAD Concepts, Anjumana Rd, behind Anchumana Temple Road, Edappally, Kochi, Ernakulam, Kerala 682024",,manaf@maadconcepts.com,,84 reviews,4.6,,,,,,10.088427399999999,76.365584,https://www.instagram.com/maad_concepts/,https://www.facebook.com/maadconcepts/,https://in.linkedin.com/in/maad-concepts-019940281,,
,,,,,,,Architect in Kerala,SJA,,9745360710,"JNRWA-85, Link road, New Kudumbi Colony, Jawahar Nagar, Elamkulam, Kochi, Ernakulam, Kerala 682020",,,,39 reviews,4.6,,,,,,9.97438,76.31488639999999,https://www.instagram.com/sja.kochi/,,,,
,,,,,,,Architecture firm in Kerala,RGB Architecture Studio,,4842981933,"2827+65W, Palarivattom Flyover, Palarivattom, Kochi, Ernakulam, Kerala 682025",,,,61 reviews,4.6,,,,,,10.029692599999999,76.3058964,https://www.instagram.com/rgbarchitecturestudio/,,,,
,,,,,,,"Architecture firm in Thrissur, Kerala",i2a Architects Studio,http://www.i2aarchitects.com/,8086766222,"Vinpy Nagar, Paravattani, Thrissur, Kerala 680005",,,,26 reviews,4.6,,,,,,10.5197662,76.2421166,https://www.instagram.com/i2aarchitectsstudio/,https://www.facebook.com/i2aarchitectsstudio/,https://in.linkedin.com/company/i2a-architects-studio,,
,,,,,,,"Architecture firm in Kozhikode, Kerala",Aslam Sham architects,https://aslamsham.com/,,"8QPG+53P, Kozhikode, Kerala 673317",,info@aslamsham.com,,77 reviews,4.6,,,,,,11.3354579,75.77520919999999,https://www.instagram.com/aslamsham_architects/,https://www.facebook.com/aslam.sham.architects/,https://in.linkedin.com/company/aslam-sham-architects,,
,,,,,,,"Architecture firm in Kozhikode, Kerala",BlueClay Architects & Associates,http://blueclayarchitects.org/,9910639958,"KP Chandran Rd, Kozhikode, Kerala 673004",,info@blueclayarchitects.com,,49 reviews,4.6,,,,,,11.265924,75.7897854,https://www.instagram.com/blueclayarchitects/,https://www.facebook.com/BlueClayArchitects/,https://in.linkedin.com/company/blueclay-architects-associates,,
,,,,,,,Architect in Kerala,STHAPATHY TRADITIONAL ARCHITECTS & ENGINEERS,https://www.sthapathyarchitects.com/,4842530848,"Ashoka Rd, Mamangalam, Kaloor, Ernakulam, Kerala 682017",,projectsthapathy1@gmail.com,,51 reviews,4.6,,,,,,10.005926599999999,76.29124379999999,,,,,
,,,,,,,Architectural designer in Kerala,Bluebox Architects,http://www.blueboxarchitects.com/,4842323300,"KVG-08, Panampilly Nagar, Kochi, Ernakulam, Kerala 682036",,,,96 reviews,4.6,,,,,,9.965438899999999,76.29631429999999,https://www.instagram.com/bluebox_architects/,https://www.facebook.com/ArJobin/,https://in.linkedin.com/in/bluebox-architects-797402247,,
,,,,,,,Architect in Kerala,Sankalp Architects,,4844023069,"CBRA-45, Elamkulam, Kochi, Ernakulam, Kerala 682020",,,,19 reviews,4.6,,,,,,11.2698232,75.7817781,,,,,
,,,,,,,"Architect in Kozhikode, Kerala",THOUGHT PARALLELS architecture,http://www.thoughtparallels.com/,9400482899,"Thought Parallels A4, Gandhi Nagar Housing Colony Beach road, Bhatt Rd, Junction, West Hill, Kozhikode, Kerala 673005",,,,138 reviews,4.6,,,,,,11.290378299999999,75.7590087,https://www.instagram.com/thoughtparallels/,https://www.facebook.com/thoughtparalles/,https://in.linkedin.com/in/thought-parallels-aaa3b2b1,,
,,,,,,,Architect in Kerala,Alpha Design Studio,,9497276060,"43/2235, Mariya Tharakan Centre, Samskara Pipeline Jn, Thammanam - Palarivattom Road, Mahakavi Vailoppilli Rd, Chakkalakkal, Palarivattom, Ernakulam, Kerala 682025",,,,15 reviews,4.6,,,,,,9.9967797,76.3080677,,,,,
,,,,,,,Architecture firm in Kerala,Mathai Mathew Architects,http://www.mathaiarchitects.com/,4842316214,"5th floor, Alpha Plaza, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Ernakulam, Kerala 682020",,contact@mathaiarchitects.com,,16 reviews,4.6,,,,,,9.9665457,76.30062079999999,,,,,
,,,,,,,Architect in Kerala,Architect Jacob George,,,"2943+GMG, Kakkanad, Kerala 682030",,,,7 reviews,4.6,,,,,,10.006322299999999,76.3541916,,,,,
,,,,,,,Architect in Kerala,Sanskriti Architects,http://www.sanskritiarchitects.in/,4842776569,"Eroor Road , Labour Corner,near Primary Health Center Eroor, Thrippunithura, Tripunithura, Kerala 682306",,info@sanskritiarchitects.in,,79 reviews,4.5,,,,,,10.014939300000002,76.3016464,,https://www.facebook.com/SanskritiArchitects/,https://in.linkedin.com/company/sanskriti-architects,,
,,,,,,,Architect in Kerala,Kumar Group Total Designers,http://www.kumargroup.org/,9745622208,"Kent Glass House, 30/1059E, Kaniyampuzha Rd, Vyttila, Kochi, Ernakulam, Kerala 682019",,kochi@kumargroup.orgt,,153 reviews,4.5,,,,,,9.960258699999999,76.2919452,https://www.instagram.com/kumar_group/,,https://in.linkedin.com/company/kumar-group-architects,,
,,,,,,,Architect in Kerala,Vidya And Syam - Architects Engineers,,8891188227,"Poornaprabha building, Hospital Rd, opp. Govt, Kannankulangara, Thrippunithura, Ernakulam, Kerala 682301",,,,25 reviews,4.5,,,,,,10.7596785,76.665705,https://www.instagram.com/syam_tripunithura/,https://www.facebook.com/vidyaandsyamarchitects/,,,
,,,,,,,"Architect in Kozhikode, Kerala",VM Architects,http://www.vmarchitects.net/,8075208009,"C2, Jawahar Nagar Colony Rd, Eranhipaalam, Jawahar Nagar, Kozhikode, Kerala 673006",,vmarchitects01@gmail.com,,33 reviews,4.5,,,,,,9.9628476,76.287652,https://www.instagram.com/vmarchitects_calicut/,https://www.facebook.com/www.vmarchitects.net/,,,
,,,,,,,Architecture firm in Kerala,De Seven Architects & Builders,http://www.deseven.in/,9946967671,"First floor, NKM Arcade, Thaikavu junction, Arakkakadavu, Vennala, Kochi, Kakkanad, Kerala 682028",,info@deseven.in,,19 reviews,4.5,,,,,,9.9934318,76.3210136,,https://www.facebook.com/d7designstudio/,,,
,,,,,,,Architecture firm in Kerala,"Kriya - Architecture, Interiors, Landscape",http://instagram.com/kriya.ail,,"Thoundayil Rd, Panampilly Nagar, Kochi, Ernakulam, Kerala 682036",,,,10 reviews,4.5,,,,,,9.960854999999999,76.29392370000001,https://www.instagram.com/kriya.ail/,,,,
,,,,,,,Architect in Kerala,Inspiration,https://www.inspirationcollective.org/,4842779470,"Sai Ln Rd, Poonithura, Maradu, Kochi, Ernakulam, Kerala 682038",,,,57 reviews,4.5,,,,,,9.9457668,76.3379896,https://www.instagram.com/inspirationarchitects_india/,,,,
,,,,,,,"Architect in Thiruvananthapuram, Kerala",Architect Chandramohan Associates,http://www.chandramohanassociates.com/,4712721200,"1, Belhaven C Street, Belhaven Gardens, Kowdiar, Thiruvananthapuram, Kerala 695003",,,,22 reviews,4.5,,,,,,8.517974599999999,76.9581426,,,https://in.linkedin.com/company/architect-chandramohan-associates,,
,,,,,,,"Architect in Thiruvananthapuram, Kerala",S Squared Architects Pvt Ltd.,http://www.ssquaredarchitects.com/,9447047467,"no.56, Vempanattu, Plamood, Pattom P.O, Plamoodu Thekkumoodu Residents Association, Thiruvananthapuram, Kerala 695004",,info@ssquaredarchitects.com,,64 reviews,4.5,,,,,,8.5132131,76.9453474,,https://www.facebook.com/ssquaredarchitects/,https://in.linkedin.com/in/shaji-vempanadan-varughese-179b4b16b,,
,,,,,,,Architect in Kerala,A M ARCHITECTURE,,4842207610,"Navkar Plaza, IInd Floor, K K Road, Kadavanthara Jn., Kochi, Kerala 682020",,,,6 reviews,4.5,,,,,,9.9457922,76.35018409999999,,,,,
,,,,,,,Architect in Kerala,K G Sukumaran & Associates,http://www.kgsassociates.in/,4842359428,"Architects Chamber, MG Road, Ravipuram, Ernakulam, Kerala 682016",,contact@oceanthemes.net,,22 reviews,4.5,,,,,,9.960573799999999,76.2892085,,https://www.facebook.com/KGSArchitects/,https://in.linkedin.com/company/kg-sukumaran-associates,,
,,,,,,,Architect in Kerala,Edom,,,"X7FW+544, MIG and HIG Colony, Gandhi Nagar, Elamkulam, Ernakulam, Kerala 682020",,,,17 reviews,4.5,,,,,,9.9729264,76.2953201,,,,,
,,,,,,,Architectural designer in Kerala,DESIGNLOOM ARCHITECTS,http://www.designloom.in/,9495181756,"VNRA131, Vidya Nagar Rd, behind Royal Grace Salon, Vidya Nagar, Kadavanthra, Kochi, Kerala 682020",,designloomstudio@gmail.com,,8 reviews,4.5,,,,,,9.953042499999999,76.30073589999999,,,,,
,,,,,,,Interior designer in Kerala,Renjith Associates - Interior Designers Kochi,http://www.renjithassociates.com/,9847438814,"Punnoolil building, Vadacode .P.O Near Kangarapady Mini Town Hall Near Bright Sports Centre Thachanvelimala, Kakkanad, Road, Kochi, Kerala 682021",,renjith@renjithassociates.com,,43 reviews,4.5,,,,,,10.0349264,76.34906749999999,,https://www.facebook.com/Renjith-Associates-169029253120847/,https://in.linkedin.com/company/renjithassociates,,
,,,,,,,"Architect in Kothamangalam, Kerala",Kottancheril Builders - Elia Architects,,9947068100,"2JX8+5G9, MA College, Kochi - Madurai - Dhanushkodi Rd, Mathirappilly, PO, Kothamangalam, Kerala 686666",,,,21 reviews,4.5,,,,,,10.047919199999999,76.616323,,,,,
,,,,,,,Architect in Kerala,AXYZ VENTURES,https://www.axyzventures.com/,4844000079,"3rd Floor, Syama Dynamics, Vytilla Junction, Cochin, Kochi, Kerala 682019",,admin@axyzventures.com,,51 reviews,4.5,,,,,,9.9678981,76.3178337,https://www.instagram.com/axyzventures/,https://www.facebook.com/axyzventures/,https://www.linkedin.com/in/dhanalakshmi-k-3458061a,,
,,,,,,,"Architect in Kochi, Kerala",INTERSPACES- ARCHITECTS,,,"Chakkaraparambu, Vennala, Ernakulam, Kochi, Kerala 682028",,,,8 reviews,4.5,,,,,,9.9932316,76.3193652,,,,,
,,,,,,,Architect in Kerala,International Architects,,4842101212,"33/1843-A NH Bypass, Service Rd, Vennala, Ernakulam, Kerala 682028",,,,6 reviews,4.5,,,,,,10.0015149,76.31961310000001,,,,,
,,,,,,,Architecture firm in Kerala,Monnaie Architects & Interiors,https://www.monnaie.in/,9625080808,"Asianet Studio, 32/2480B Palathinkal Building Opp, Kochappilly Rd, Sonia Nagar, Palarivattom, Kochi, Kerala 682025",,enquiry@monnaie.in,,60 reviews,4.4,,,,,,9.9441636,76.3462633,,,,,
,,,,,,,Architecture firm in Kerala,Sneha Thomas Architects,http://snehathomasarchitects.com/,9447165570,"SD SQUARE, Temple Road, Kadavanthra, Kochi, Ernakulam, Kerala 682020",,snehathomasarchitects@gmail.com,,43 reviews,4.4,,,,,,9.951084,76.24773979999999,https://www.instagram.com/snehathomasarchitects/,,https://in.linkedin.com/company/sneha-thomas-architects,,
,,,,,,,Architecture firm in Kerala,ZARINE JAMSHEDJI ARCHITECTS,http://www.zarinejamshedji.com/,4844023885,"53/2265,SUBHASH CHANDRA BOSE ROAD, BELOW PONNURUNNI OVERBRIDGE, VYTTILA.P.O, Kochi, Kerala 682019",,admin@zarinejamshedji.com,,71 reviews,4.4,,,,,,9.987099599999999,76.2885213,,https://www.facebook.com/zarinejamshedjiarchitects/,https://in.linkedin.com/company/zarine-jamshedji-architects,,
,,,,,,,Architect in Kerala,Fahed + Architects,http://www.fahedarchitects.com/,4842409888,"44/1045, Kaloor, Kochi, Kerala 682017",,design@fahedarchitects.com,,93 reviews,4.4,,,,,,9.9630198,76.2982066,,https://www.facebook.com/fahedarchitects/,,,
,,,,,,,Architect in Kerala,Eminence Architects [Research + Design],http://www.eminencearchitects.com/,9895347562,"No. 19/30, 2nd Floor, Vembanad Heights, S.N.Junction, Kochi - Madurai - Dhanushkodi Rd, Thrippunithura, Kochi, Kerala 682301",,,,23 reviews,4.4,,,,,,9.954341699999999,76.3458089,https://www.instagram.com/eminencearchitects/,https://www.facebook.com/eminencearchitects/,,,
,,,,,,,Architect in Kerala,AR Architects (Asif Ahmed),http://www.architectasif.com/,4844024226,"41/353,Basement 1,Oberon mall, NH Bypass,Edappally, Kochi, Kerala 682024",,betterspace.asif@gmail.com,,88 reviews,4.4,,,,,,10.0144678,76.312102,https://www.instagram.com/architect_asif_ahmed/,https://www.facebook.com/ArchitectAsifAhmed/,https://in.linkedin.com/in/ar-asif-ahmed-9b048238,,
,,,,,,,"Architect in Kozhikode, Kerala","de Earth, ദി എർത്ത്",http://www.deearth.com/,4952741782,"Nellikode PO, 28/2756, Palazhi Road, Pottammal, Kozhikode, Kerala 673016",,,,118 reviews,4.4,,,,,,11.2575676,75.81032689999999,https://www.instagram.com/de_earth_architects/,,https://www.linkedin.com/company/de-earth,,
,,,,,,,Architect in Kerala,Art Nouveau Architects,https://www.artnouveau.in/,4842341067,"Level 6-K, Nippon Q1 Mall, NH Bypass, Chakkalakkal, Vennala, Kochi, Ernakulam, Kerala 682028",,artnove@gmail.com,,37 reviews,4.4,,,,,,10.0011133,76.3071008,,,,,
,,,,,,,Interior designer in Kerala,ANDZ Interior Design & Architecture,http://www.andzdesign.com/,7558075580,"Mahakavi Vailoppilli Rd, opposite Thejus Auditorium, Palarivattom, Kochi, Ernakulam, Kerala 682025",,info@andzdesign.com,,84 reviews,4.4,,,,,,10.003250699999999,76.301702,,https://www.facebook.com/andzkochi/,,,
,,,,,,,Architecture firm in Kerala,Design Combine,http://www.designcombine.com/,4844044468,"Ernakulam, Kerala 682030",,work@designcombine.com,,58 reviews,4.4,,,,,,9.9424872,76.34679349999999,https://www.instagram.com/designcombine/,https://www.facebook.com/designcombine/,https://in.linkedin.com/company/design-combine,,
,,,,,,,Architect in Kerala,Leading Design Architectural Studio,http://www.leadingdesign.in/,8589843311,"3rd Floor, KCF Tower, Bharat Matha College Road, Kakkanad, Thrikkakara, PO, Ernakulam, 682021",,,,32 reviews,4.4,,,,,,10.0242164,76.3326178,,,https://in.linkedin.com/in/binu-b-90667550,,
,,,,,,,Architectural designer in Kerala,P K R Menon & Associates,http://www.pkrmenonassociates.com/,4842781004,"Thrippunithura, Kochi, Ernakulam, Kerala 682301",,,,20 reviews,4.4,,,,,,9.9537024,76.3437921,,,,,
,,,,,,,Architect in Kerala,CDS Architects,http://www.cdsarchitects.in/,4844011229,"Block 1, B2, Door 1, HIG Ave, MIG and HIG Colony, Gandhi Nagar, Elamkulam, Kochi, Ernakulam, Kerala 682020",,info@cdsarchitects.in,,25 reviews,4.4,,,,,,9.9728122,76.2957693,,,,,
,,,,,,,"Engineering consultant in Kochi, Kerala",Synergy Architects and Engineers,,9447088898,"MNRA 162, Pipeline Rd, near Cross Rd 10, Maveli Nagar, Vidya Nagar Colony, Thrikkakara, Edappally, Ernakulam, Kochi, Kerala 682033",,,,30 reviews,4.4,,,,,,10.037941199999999,76.32729379999999,,,,,
,,,,,,,Architect in Kerala,Vijith Jagadeesh Architects,http://vjarc.com/,4844014424,"28/308, Beerankutty Rd, beside redtape showroom, Koonamthai, Edappally, Kochi, Ernakulam, Kerala 682024",,vjarkitekt@gmail.com,,18 reviews,4.4,,,,,,9.9684613,76.2998662,,https://www.facebook.com/vjarchitects/,https://in.linkedin.com/in/vijith-jagadeesh-2327a320,,
,,,,,,,Architect in Kerala,JOFF Architects,https://www.joffarchitects.com/,9745696041,"OS-1, 3 rd Floor, GCDA Complex, 31, Menaka, Marine Drive, Kochi, Ernakulam, Kerala 682031",,,,7 reviews,4.4,,,,,,9.9783066,76.2759818,,https://www.facebook.com/Joffarchitects/,,,
,,,,,,,"Architect in Thrissur, Kerala",The Space Scape Architects,http://www.thespacescape.com/,9496786753,"54, Pushpavihar Rd, Krishnapuram Village, Nadathara, Thrissur, Kerala 680751",,54spacescape@gmail.com,,18 reviews,4.4,,,,,,10.5155227,76.25802829999999,,,,,
,,,,,,,"Architect in Thrissur, Kerala",LIJO.RENY.architects,http://www.lijorenyarchitects.com/,9847016689,"LIJO.RENY.architect, TC 32/229, 1, Krishna Iyer Lane, Punkunnam, Thrissur, Kerala 680002",,lijo.reny@gmail.com,,100 reviews,4.3,,,,,,10.003542099999999,76.312899,https://www.instagram.com/lijo.reny.architects/,https://www.facebook.com/lijorenyarchitects/,,,
,,,,,,,"Architecture firm in the Valakam, Ernakulam district, Kerala",NATIONAL DESIGN GROUPS,https://nationaldesigngroups.in/,9497767971,"Niravath Building, Muvattupuzha, Valakom, Kerala 682316",,nationaldesigngroups@gmail.com,,22 reviews,4.3,,,,,,9.9789465,76.5243113,https://www.instagram.com/nationaldesigngroups/,https://www.facebook.com/nationaldesigngroups/,https://in.linkedin.com/company/national-design-groups,,
,,,,,,,Architect in Kerala,Ar KC George & Associates,http://www.arkcgeorge.com/,4842318399,"X78X+8GR, 2nd Cross Rd, Giringar Housing Colony, Giri Nagar Housing Society, Giri Nagar, Kadavanthra, Ernakulam, Kerala 682020",,,,51 reviews,4.3,,,,,,9.9658546,76.2987728,,,,,
,,,,,,,"Architect in Kozhikode, Kerala",BCA Architecture,https://bcaarchitecture.in/sandbox/,9349442200,"5/3247, Mavoor Rd, Kozhikode, Kerala 673001",,info@bcaarchitecture.in,,80 reviews,4.3,,,,,,11.260198899999999,75.7836959,https://www.instagram.com/bcaarchitecture/,https://www.facebook.com/bcaarchitecture/,https://in.linkedin.com/company/bca-architecture,,
,,,,,,,Architecture firm in Kerala,Foliage® Architecture,http://www.foliage.org.in/,4844011595,"1st Floor, ""Palazhi"", 55/611, Giri Nagar Rd, near Choice Kindergarten, Ernakulam, Kerala 682020",,connect@foliage.org.in,,55 reviews,4.3,,,,,,9.963963,76.29928679999999,https://www.instagram.com/foliagearchitecture/,https://www.facebook.com/foliagearchitects/,https://in.linkedin.com/company/foliage-architecture,,
,,,,,,,Architect in Kerala,Concerns Architects,,,"concernskoc@gmail.com, Mahakavi Vailoppilli Rd, Anjumuri, Kuthappady, Thammanam, Ernakulam, Kerala 682032",,,,3 reviews,4.3,,,,,,9.980861599999999,76.31354619999999,,,,,
,,,,,,,Construction and maintenance office in Kerala,Krishna Foundation and Structures,http://www.krishnafoundation.in/,8547862542,"XX/1/738, Near Poornathraesa Temple, Statue Junction, SH15, Kottakkakam, Thrippunithura, Ernakulam, Kerala 682301",,info@krishnafoundation.in,,3 reviews,4.3,,,,,,9.9449088,76.3430103,,,,,
,,,,,,,Architect in Kerala,Jabeen Zacharias Architects,,4844038806,"Jaya Nagar, Maradu, Ernakulam, Kerala 682304",,,,12 reviews,4.3,,,,,,9.949513399999999,76.3198171,https://www.instagram.com/jabeenzacharias/,,,,
,,,,,,,Architect in Kerala,Dennis Architects,http://www.dennis.co.in/,9048337777,"Mathai Manjooran Rd, Kacheripady, Kochi, Ernakulam, Kerala 682018",,enquiry@dennis.co.in,,26 reviews,4.2,,,,,,9.9582967,76.2965487,,https://www.facebook.com/architectdennis/,https://in.linkedin.com/in/dennis-architects-7a5991196,,
,,,,,,,Architecture firm in Kerala,DJ Architecture,,9567572193,"Swaraksha 81, Chandrathil Rd, Edappally, Kochi, Ernakulam, Kerala 682024",,,,21 reviews,4.2,,,,,,10.0152251,76.30688549999999,https://www.instagram.com/dj.architecture/,https://www.facebook.com/djarchitecture.in/,,,
,,,,,,,Architect in Kerala,Beetles3.3 Architecture,,,"8th floor, Mathewsons Centerpoint, pillar no: 486, Palarivattom - Edappally Rd, Palarivattom, Kochi, Kerala 682565",,,,30 reviews,4.2,,,,,,10.0107745,76.30303169999999,,,,,
,,,,,,,Architectural designer in Kerala,Buildon Ideas - 3D Architectural and Interior Designers,http://www.buildonideas.com/,9995778171,"1st Floor, No 44/717 A, Kaippilly Lane, Lfc Road, Kaloor, Kochi, Kerala 682017",,buildonideas@gmail.com,,20 reviews,4.2,,,,,,9.998503099999999,76.2901694,,https://www.facebook.com/buildonideas/,https://in.linkedin.com/company/buildonideas,,
